Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
2483,"D Nečas, P Klapetek","Gwyddion: an open-source software for SPM data analysis",2012,"Open Physics","degruyter.com","https://www.degruyter.com/document/doi/10.2478/s11534-011-0096-2/html","https://scholar.google.com/scholar?cites=3549018981597879416&as_sdt=2005&sciodt=0,5&hl=en",450,"2021-05-11 13:43:02","","","","",,,,,2483,275.89,1242,2,9,"… together with tight coding and testing rules can therefore partly substitute costs that would be necessary for monitoring the quality of such complex software. Acknowledgments This work is supported by the project “CEITEC Central European Institute of Technology” (CZ.1.05 …"
39,"A Rusu, A Rusu, R Docimo, C Santiago…","Academia-academia-industry collaborations on software engineering projects using local-remote teams",2009,"Proceedings of the 40th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1508865.1508975","https://scholar.google.com/scholar?cites=10497228518480001744&as_sdt=2005&sciodt=0,5&hl=en",451,"2021-05-11 13:43:02","","","","",,,,,39,3.25,8,5,12,"… ABSTRACT It is widely recommended by both academia and industry that today's technology and software engineering students be well prepared for industry before graduation, especially given global outsourcing and other trends …"
6,"M Li","Making Usable Generic Software-The Platform Appliances Approach",2019,"Workshop on “Platformization in the Public Sector","researchgate.net","https://www.researchgate.net/profile/Magnus_Li/publication/333221116_Making_Usable_Generic_Software_-_The_Platform_Appliances_Approach/links/5ce2c03f92851c4eabb09df9/Making-Usable-Generic-Software-The-Platform-Appliances-Approach.pdf","https://scholar.google.com/scholar?cites=2500662993711624404&as_sdt=2005&sciodt=0,5&hl=en",452,"2021-05-11 13:43:02","PDF","","","",,,,,6,3.00,6,1,2,"… Infor- mation and Software Technology, 56(11), 1436–1456. Dittrich, Y., Vaucouleur, S., & Giff, S. (2009) … Usability Problems and Obstacles to Addressing them in Health Information Software Implementations. IFIP Advances in Information and Communication Technology, 552 …"
52,"RS Wahono, N Suryana","Combining particle swarm optimization based feature selection and bagging technique for software defect prediction",2013,"International Journal of Software …","academia.edu","https://www.academia.edu/download/34469975/romi_-_pso_bagging_for_sdp_-_ijseia_-_2013.pdf","https://scholar.google.com/scholar?cites=11333769270751146286&as_sdt=2005&sciodt=0,5&hl=en",453,"2021-05-11 13:43:02","PDF","","","",,,,,52,6.50,26,2,8,"… School of Computer Science, Dian Nuswantoro University, Semarang, Indonesia 2 Faculty of Information and Communication Technology, Universiti Teknikal Malaysia Melaka romi@romisatriawahono.net Abstract The costs of finding and correcting software defects have …"
44,"Y Suresh, J Pati, SK Rath","Effectiveness of software metrics for object-oriented system",2012,"Procedia technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S2212017312005956","https://scholar.google.com/scholar?cites=16450308514656005546&as_sdt=2005&sciodt=0,5&hl=en",454,"2021-05-11 13:43:02","","","","",,,,,44,4.89,15,3,9,"Measurement is a buzzword applied to each and every field of engineering for the development of hardware or firmware products, and software engineering is nowhere an exception. Measurement in software engineering can be best described in terms of metrics …"
516,"B Lange, CY Chang, E Suma…","Development and evaluation of low cost game-based balance rehabilitation tool using the Microsoft Kinect sensor",2011,"… Conference of the …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6090521/","https://scholar.google.com/scholar?cites=17801630734335284925&as_sdt=2005&sciodt=0,5&hl=en",455,"2021-05-11 13:43:02","","","","",,,,,516,51.60,129,4,10,"… Calibration is an important piece of tailoring game- based applications for individuals with varying levels of ability. The current OpenNI software technology will track the user only once a calibration pose has been performed …"
46,"JM Mendes, A Bepperling, J Pinto…","Software methodologies for the engineering of service-oriented industrial automation: The continuum project",2009,"… Computer Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5254226/","https://scholar.google.com/scholar?cites=3507245843004056999&as_sdt=2005&sciodt=0,5&hl=en",456,"2021-05-11 13:43:02","","","","",,,,,46,3.83,12,4,12,"… Service-orientation represents a new wave of features and solutions by bringing closer Information Technology to the industrial domain, particularly factory shop floors. The service-oriented automation software entities (designated here by bots) used in such approach requires a …"
46,"F Febrero, C Calero, MÁ Moraga","A systematic mapping study of software reliability modeling",2014,"Information and software technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584914000676","https://scholar.google.com/scholar?cites=1915679144450509630&as_sdt=2005&sciodt=0,5&hl=en",457,"2021-05-11 13:43:02","","","","",,,,,46,6.57,15,3,7,"Abstract Context Software Reliability (SR) is a highly active and dynamic research area. Published papers have approached this topic from various and heterogeneous points of view, resulting in a rich body of literature on this topic. The counterpart to this is the …"
55,"V Sharma, HK Verma","Optimized fuzzy logic based framework for effort estimation in software development",2010,"arXiv preprint arXiv:1004.3270","arxiv.org","https://arxiv.org/abs/1004.3270","https://scholar.google.com/scholar?cites=10605902868565086314&as_sdt=2005&sciodt=0,5&hl=en",458,"2021-05-11 13:43:02","","","","",,,,,55,5.00,28,2,11,"… 01, March 1998. [10] MA Ahmed, MO Saliu, and J. AlGhamdi, “Adaptive fuzzy logic-based framework for software development effort prediction”, Information and Software Technology Journal, 47 2005, pp. 31-48. [11] C. Kirsopp …"
11,"KM Lavrischeva, AK Petrenko","Software product lines modeling",2016,"Proceedings of the …","ispranproceedings.elpub.ru","https://ispranproceedings.elpub.ru/jour/article/view/203?locale=en_US","https://scholar.google.com/scholar?cites=1079021432009824460&as_sdt=2005&sciodt=0,5&hl=en",459,"2021-05-11 13:43:02","","","","",,,,,11,2.20,6,2,5,"… DOI: 10.1016/j.is.2010.01.001. 10. Chen L., Babar MA A systematic review of evaluation of variability management approaches in software product lines. Information and Software Technology, 53(4):344–362, 2011. DOI: 10.1016/j.infsof.2010.12.006. 11 …"
616,"PA Kirschner, SJ Buckingham-Shum, CS Carr","Visualizing argumentation: Software tools for collaborative and educational sense-making",2012,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=SfDxBwAAQBAJ&oi=fnd&pg=PR21&dq=software+technology&ots=XG6-wL1LQ0&sig=Ta6ojwn8v8l60jEEBtH9yjyd9_s","https://scholar.google.com/scholar?cites=3740437003462942879&as_sdt=2005&sciodt=0,5&hl=en",460,"2021-05-11 13:43:02","BOOK","","","",,,,,616,68.44,205,3,9,"… Paul A. Kirschner, Simon J. Buckingham Shum and Chad S. Carr (Eds) Visualizing Argumentation Software Tools for Collaborative and Educational Sense-Making § Springer Page 5. Paul A. Kirschner, BA, MEd, PhD Professor of Educational Technology, Open University of the …"
690,"PL Whetzel, NF Noy, NH Shah…","BioPortal: enhanced functionality via new Web services from the National Center for Biomedical Ontology to access and use ontologies in software applications",2011,"Nucleic acids …","academic.oup.com","https://academic.oup.com/nar/article-abstract/39/suppl_2/W541/2507188","https://scholar.google.com/scholar?cites=5287869331463796742&as_sdt=2005&sciodt=0,5&hl=en",461,"2021-05-11 13:43:02","","","","",,,,,690,69.00,173,4,10,"… BioPortal: enhanced functionality via new Web services from the National Center for Biomedical Ontology to access and use ontologies in software applications … This service allows automatic publishing of mapping content generated by ontology alignment software …"
39,"C Manteli, B Van Den Hooff, H Van Vliet","The effect of governance on global software development: An empirical research in transactive memory systems",2014,"… and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584914000937","https://scholar.google.com/scholar?cites=547675020494508787&as_sdt=2005&sciodt=0,5&hl=en",462,"2021-05-11 13:43:02","","","","",,,,,39,5.57,13,3,7,"Context The way global software development (GSD) activities are managed impacts knowledge transactions between team members. The first is captured in governance decisions, and the latter in a transactive memory system (TMS), a shared cognitive system …"
108,"PS Hall, P Gardner, A Faraone","Antenna requirements for software defined and cognitive radios",2012,"Proceedings of the IEEE","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6165630/","https://scholar.google.com/scholar?cites=15138532621907361666&as_sdt=2005&sciodt=0,5&hl=en",463,"2021-05-11 13:43:02","","","","",,,,,108,12.00,36,3,9,"… Programmes such as Software Radio Technology on Space Segment (ARTES) in Europe, [45], move systems towards these goals. The integration of satellite communication resources with ter- restrial networks is also a future aim …"
60,"W Li, J Matejka, T Grossman, JA Konstan…","Design and evaluation of a command recommendation system for software applications",2011,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1970378.1970380","https://scholar.google.com/scholar?cites=3692133815964114171&as_sdt=2005&sciodt=0,5&hl=en",464,"2021-05-11 13:43:02","","","","",,,,,60,6.00,12,5,10,"… We examine the use of modern recommender system technology to aid command awareness in complex software applications … In Proceedings of the 22nd Annual ACM Symposium on User interface Software and Technology (Victoria, BC, Canada, October 04–07, 2009) …"
60,"KR Ozyilmaz, A Yurdakul","Designing a Blockchain-based IoT with Ethereum, swarm, and LoRa: the software solution to create high availability with minimal security risks",2019,"IEEE Consumer Electronics …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8634961/","https://scholar.google.com/scholar?cites=11809530447246109646&as_sdt=2005&sciodt=0,5&hl=en",465,"2021-05-11 13:43:02","","","","",,,,,60,30.00,30,2,2,"… to a Dragino LoRa/GPS Hat and a LoRa gateway, built with a Raspberry Pi 3 comput- er connected to a LoRa concentrator board named iC880A from the Institute of Mobile and Communication Satellite Technology. The IoT gateway runs LoRa protocol software to communicate …"
45,"SG Wang, QB Sun, FC Yang","Web service dynamic selection by the decomposition of global QoS constraints",2011,"… Xuebao/Journal of Software","en.cnki.com.cn","https://en.cnki.com.cn/Article_en/CJFDTotal-RJXB201107001.htm","https://scholar.google.com/scholar?cites=9944828900339876278&as_sdt=2005&sciodt=0,5&hl=en",466,"2021-05-11 13:43:02","","","","",,,,,45,4.50,15,3,10,"… 6, CUI Xun-Xue 1,2 and LIN Chuang 2 1 (State Key Laboratory for Novel Software Technology,Nanjing University,Nanjing 210093) 2 (Department of Computer Science and Technology,Tsinghua University, Beijing 100084);Multicast QoS Routing Optimization Based …"
46,"S Biffl, A Schatten","A Platform for Service-Oriented Integration of Software Engineering Environments.",2009,"SoMeT","books.google.com","https://books.google.com/books?hl=en&lr=&id=wRfvAgAAQBAJ&oi=fnd&pg=PA75&dq=software+technology&ots=JFWjBjk1hJ&sig=y_qd_gwq3nBuFvL3fqCYPGY1pQw","https://scholar.google.com/scholar?cites=13832004987660755472&as_sdt=2005&sciodt=0,5&hl=en",467,"2021-05-11 13:43:02","","","","",,,,,46,3.83,23,2,12,"… doi: 10.3233/978-1-60750-049-0-75 A Platform for Service-Oriented Integration of Software Engineering Environments Stefan BIFFLa, 1 and Alexander SCHATTENa aInstitute for Software Technology and Interactive Systems (ISIS) Technische Universität Wien, A-1040 Vienna …"
767,"M Dobrescu, N Egi, K Argyraki, BG Chun…","RouteBricks: Exploiting parallelism to scale software routers",2009,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1629575.1629578","https://scholar.google.com/scholar?cites=12818495820194452318&as_sdt=2005&sciodt=0,5&hl=en",468,"2021-05-11 13:43:02","","","","",,,,,767,63.92,153,5,12,"… Lausanne, Switzerland Lancaster, UK Berkeley, CA ABSTRACT We revisit the problem of scaling software routers, motivated by recent advances in server technology that enable high-speed paral- lel processing—a feature router workloads appear ideally suited to exploit …"
