Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
46,"T Clear, S Beecham, J Barr, M Daniels…","Challenges and recommendations for the design and conduct of global software engineering courses: A systematic review",2015,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2858796.2858797","https://scholar.google.com/scholar?cites=5232311774714342090&as_sdt=2005&sciodt=0,5&hl=en",281,"2021-05-11 13:03:30","","","","",,,,,46,7.67,9,5,6,"ABSTRACT Context: Global Software Engineering (GSE) has become the predominant form of software development for global companies and has given rise to a demand for students trained in GSE. In response, universities are developing courses and curricula around GSE …"
44,"A Bachmann, A Bernstein","When process data quality affects the number of bugs: Correlations in software engineering datasets",2010,"… Conference on Mining Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5463286/","https://scholar.google.com/scholar?cites=117572076444682378&as_sdt=2005&sciodt=0,5&hl=en",282,"2021-05-11 13:03:30","","","","",,,,,44,4.00,22,2,11,"Software engineering process information extracted from version control systems and bug tracking databases are widely used in empirical software engineering. In prior work, we showed that these data are plagued by quality deficiencies, which vary in its characteristics …"
118,"RS Pressman","A Practitioner's Approach",2010,"Software Engineering","academia.edu","https://www.academia.edu/download/61343520/software-engineering-a-practitioners-approach-by-roger-s-pressman-20191126-19031-1pwz0w8.pdf","https://scholar.google.com/scholar?cites=4272163235653887709&as_sdt=2005&sciodt=0,5&hl=en",283,"2021-05-11 13:03:30","","","","",,,,,118,10.73,118,1,11,"Published by McGraw-Hill, a business unit of The McGraw-Hill Companies, Inc., 1221 Avenue of the Americas, New York, NY 10020. Copyright© 2010 by The McGraw-Hill Companies, Inc. All rights reserved. Previous editions© 2005, 2001, and 1997. No part of …"
40,"M Niazi","Do systematic literature reviews outperform informal literature reviews in the software engineering domain? An initial case study",2015,"Arabian Journal for Science and Engineering","Springer","https://link.springer.com/article/10.1007/s13369-015-1586-0","https://scholar.google.com/scholar?cites=11108643433787474630&as_sdt=2005&sciodt=0,5&hl=en",284,"2021-05-11 13:03:30","","","","",,,,,40,6.67,40,1,6,"The systematic literature reviews (SLRs) are a formally planned approach in finding, evaluating and summarising all available evidence on a specific research question. The objective of this paper is to compare formal SLRs and informal literature reviews in software …"
40,"M Golfarelli, S Rizzi, E Turricchia","Modern software engineering methodologies meet data warehouse design: 4WD",2011,"International Conference on Data …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-23544-3_6","https://scholar.google.com/scholar?cites=12657310765398854526&as_sdt=2005&sciodt=0,5&hl=en",285,"2021-05-11 13:03:30","","","","",,,,,40,4.00,13,3,10,"Data warehouse systems are characterized by a long and expensive development process that hardly meets the ambitious requirements of today's market. This suggests that some further investigation on the methodological issues related to data warehouse design is …"
39,"DM Nascimento, K Cox, T Almeida…","Using Open Source Projects in software engineering education: A systematic mapping study",2013,"2013 IEEE Frontiers …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6685155/","https://scholar.google.com/scholar?cites=8263869130823615482&as_sdt=2005&sciodt=0,5&hl=en",286,"2021-05-11 13:03:30","","","","",,,,,39,4.88,10,4,8,"Context: It is common practice in academia to have students work with “toy” projects in software engineering courses. One way to make such courses more realistic and reduce the gap between academic courses and industry needs is getting students involved in Open …"
55,"B Fitzgerald","Software Crisis 2.0",2012,"Computer","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6178131/","https://scholar.google.com/scholar?cites=14624912810095618669&as_sdt=2005&sciodt=0,5&hl=en",287,"2021-05-11 13:03:30","","","","",,,,,55,6.11,55,1,9,"… Brian Fitzgerald Lero—the Irish Software Engineering Research Centre … Editor: Mike Hinchey, Lero—The Irish Software Engineering Research Centre; mike.hinchey@lero.ie The much more complex subsequent steps require the identification of an agenda to resolve it …"
49,"MC Silva Filho, RL Oliveira, CC Monteiro…","CloudSim plus: a cloud computing simulation framework pursuing software engineering principles for improved modularity, extensibility and correctness",2017,"2017 IFIP/IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7987304/","https://scholar.google.com/scholar?cites=17257666661964985048&as_sdt=2005&sciodt=0,5&hl=en",288,"2021-05-11 13:03:30","","","","",,,,,49,12.25,12,4,4,"Cloud computing is an established technology to provide computing resources on demand that currently faces several challenges. Main challenges include management of shared resources, energy consumption, load balancing, resource provisioning and allocation, and …"
28,"VA Lagesen, KH Sørensen","Walking the line? The enactment of the social/technical binary in software engineering",2009,"Engineering Studies","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/19378620902911584","https://scholar.google.com/scholar?cites=15761180706585536540&as_sdt=2005&sciodt=0,5&hl=en",289,"2021-05-11 13:03:30","","","","",,,,,28,2.33,14,2,12,"This article shows how professional communication practices with customers are accounted for in software engineering. It looks at how communication and related activities are enacted and placed in relation to the so-called social/technical binary while also critically engaging …"
6,"O Zughoul, AA Zaidan, BB Zaidan…","Novel triplex procedure for ranking the ability of software engineering students based on two levels of AHP and group TOPSIS techniques",2021,"… Journal of Information …","ideas.repec.org","https://ideas.repec.org/a/wsi/ijitdm/v20y2021i01ns021962202050042x.html","https://scholar.google.com/scholar?cites=13215863884698967268&as_sdt=2005&sciodt=0,5&hl=en",290,"2021-05-11 13:03:30","","","","",,,,,6,6.00,2,4,1,"Ranking the strengths and weaknesses of software engineering students in software development life cycle (SDLC) process level is a challenging task owing to (1) data variation,(2) multievaluation criteria,(3) criterion importance and (4) alternative member …"
34,"T Smith, KML Cooper, CS Longstreet","Software engineering senior design course: experiences with agile game development in a capstone project",2011,"… Games and Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1984674.1984679","https://scholar.google.com/scholar?cites=13825683226760926896&as_sdt=2005&sciodt=0,5&hl=en",291,"2021-05-11 13:03:30","","","","",,,,,34,3.40,11,3,10,"The importance of capstone senior design project courses is widely recognized for undergraduate software engineering curricula. They provide students with an opportunity to integrate and apply theoretical knowledge (both from previous courses and newly acquired …"
12,"GR Santhanam","Qualitative optimization in software engineering: A short survey",2016,"Journal of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121215002022","https://scholar.google.com/scholar?cites=892160435752205611&as_sdt=2005&sciodt=0,5&hl=en",292,"2021-05-11 13:03:30","","","","",,,,,12,2.40,12,1,5,"Many software engineering problems involve finding optimal solutions from a set of feasible solutions. Such methods often require stakeholders such as developers and testers to specify preferences over multiple attributes/objectives that are to be optimized. However, in …"
74,"J Cito, V Ferme, HC Gall","Using docker containers to improve reproducibility in software and web engineering research",2016,"International Conference on Web Engineering","Springer","https://link.springer.com/chapter/10.1007/978-3-319-38791-8_58","https://scholar.google.com/scholar?cites=15057980249324752891&as_sdt=2005&sciodt=0,5&hl=en",293,"2021-05-11 13:03:30","","","","",,,,,74,14.80,25,3,5,"The ability to replicate and reproduce scientific results has become an increasingly important topic for many academic disciplines. In computer science and, more specifically, software and web engineering, contributions of scientific work rely on developed algorithms …"
50,"M Mora","Research methodologies, innovations and philosophies in software systems engineering and information systems",2012,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=C6GeBQAAQBAJ&oi=fnd&pg=PR1&dq=software+engineering&ots=Mrm1jlSocQ&sig=Z4zz-pIY4eBHiO3HKZrJfE2VMuc","https://scholar.google.com/scholar?cites=27418915112998391&as_sdt=2005&sciodt=0,5&hl=en",294,"2021-05-11 13:03:30","BOOK","","","",,,,,50,5.56,50,1,9,"Philosophical paradigms, theoretical frameworks, and methodologies make up the answering and problem solving systems that define current research approaches. While there are multiple research method books, the subject lacks an update and integrated …"
40,"D Brugali","Model-driven software engineering in robotics: Models are designed to use the relevant things, thereby reducing the complexity and cost in the field of robotics",2015,"IEEE Robotics & Automation Magazine","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7254324/","https://scholar.google.com/scholar?cites=17354034866198435464&as_sdt=2005&sciodt=0,5&hl=en",295,"2021-05-11 13:03:30","","","","",,,,,40,6.67,40,1,6,"A model is an abstract representation of a real system or phenomenon [1]. The idea of a model is to capture important properties of reality and to eglect irrelevant details. The properties that are relevant and that can be neglected depend on the purpose of creating a …"
124,"R Colomo-Palacios, E Tovar-Caro…","Identifying technical competences of IT professionals: The case of software engineers",2010,"International Journal of …","igi-global.com","https://www.igi-global.com/article/identifying-technical-competences-professionals/39057","https://scholar.google.com/scholar?cites=493347289133726068&as_sdt=2005&sciodt=0,5&hl=en",296,"2021-05-11 13:03:30","","","","",,,,,124,11.27,41,3,11,"… Keywords: Competences, Competency Levels, Human Factors, Professional Issues, Software Engineering 1. introdUCtion Human Factors represent one of the most important areas of improvement in Software Engineering (SE) …"
31,"M Nordio, R Mitin, B Meyer","Advanced hands-on training for distributed and outsourced software engineering",2010,"… Conference on Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1806799.1806879","https://scholar.google.com/scholar?cites=4677195468121240815&as_sdt=2005&sciodt=0,5&hl=en",297,"2021-05-11 13:03:30","","","","",,,,,31,2.82,10,3,11,"Today's software projects are often distributed across multiple locations. This distribution poses new challenges produced by the cooperation across different countries, times zones, and cultures. Software engineering courses have to prepare students accordingly. This …"
